,processed_sentence,vader_scores,polarity_value
4846,spamme i to rate . well here you go ....,"{'neg': 0.277, 'neu': 0.536, 'pos': 0.188, 'compound': -0.25}",negative
4847,"update : drop 5 star rating to 1star . app will not sync . i have it on android and ipad , and neither one of they will sync to the server . app store show 8 month since any update . would not have pay for premium if i know it be not go to be maintain . original review : i want to make something like this myself , but they 've already do a great job . i feel more obligated to the daily habit i be try to build , and it be great that it track my completion streak .","{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.9403}",positive
4848,app crash,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4849,this app lose all my datum . i would sync every day but when i have to reinstall and try to sync - nothing . i have pay the money for premium but now it want i to pay again .,"{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.3071}",negative
4850,"the idea behind the app be good . although , after pay for premium , the promised cloud sync do not work ( several user mention the same issue ) . there be no way of backup the datum either . i can not see any feedback from devs here . switch to a different app : "" habit . ""","{'neg': 0.042, 'neu': 0.856, 'pos': 0.103, 'compound': 0.4939}",positive
4851,"if it be a passion project i would be willing to support the creator , but this seem to now be hold by just a shell holding .","{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.431}",positive
4852,premium do not work . false advertising !,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4853,"find a new app . overall if you have not notice , the dev 's leave this app . as of recently , the server be dead . this mean you can not make an account , forum be go , motivation picture gone , etc . find a new app ,","{'neg': 0.098, 'neu': 0.847, 'pos': 0.055, 'compound': -0.4404}",negative
4854,how do i get a refund ?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4855,i be enjoy this app and decide to buy the premium feature . but they take the money and provide nothing at all . i try contact the developer via email and no answer at all . stay away .,"{'neg': 0.072, 'neu': 0.872, 'pos': 0.056, 'compound': -0.1531}",negative
4856,"i have be use the app from the last 3 year . i be a premium user . when try to sign in a new device and sync , it be not sync . i need my datum . please help with this issue . even after reach to the support team tonne of time no one be respond . so i be change the rating from 3 to 1 .","{'neg': 0.032, 'neu': 0.83, 'pos': 0.138, 'compound': 0.743}",positive
4857,vorrei avere indietro i miei soldi visto che il login non funziona e che non sembra esistere un'assistenza tecnica . i want my money back since i can not login,"{'neg': 0.0, 'neu': 0.954, 'pos': 0.046, 'compound': 0.0772}",positive
4858,"do not install this app . this be forgery . i 've use this app for more than 2 year when i change my mobile phone i could not login when i log in it say "" this email account be not in our database "" i have the mail to prove that i have have the account in the app . i mail the company 4 - 5 time but there be no reply . 2 year of my habit datum be lose .","{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.6956}",negative
4859,"decent , but premium feature like sync do not work , can not even reimport datum you export yourself . have i realize this i would have never have buy the app , it be just false advertising . i now have to figure out how to port my datum to another app where it will not be inevitably lose .","{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.6901}",positive
4860,"do not pay for the app . sync do not work , they do not support the app but they be always ready to take your money .","{'neg': 0.06, 'neu': 0.777, 'pos': 0.163, 'compound': 0.4155}",positive
4861,after instal this app my phone receive an increase amount of spam call . after remove the app from my phone i receive few spam call . it might be a coincidence ... but it might not be .,"{'neg': 0.094, 'neu': 0.864, 'pos': 0.042, 'compound': -0.2382}",negative
4862,"* update * 11/02/20 use at your own risk ! as expect , no contact from developer . app have not be update since 2018 . this app be great for a month until it keep freeze my phone . a de / reinstall have now lose all my datum and look at other user with this issue , it look like it be lose forever because of the sync function never work and no contact from developer . very upset and disappointed .","{'neg': 0.2, 'neu': 0.704, 'pos': 0.096, 'compound': -0.796}",negative
4863,"the app itself get the job do , but it will not sync and the developer be not responsive to question . do not waste your money with premium . you will not get what you pay for .","{'neg': 0.114, 'neu': 0.805, 'pos': 0.08, 'compound': -0.0688}",negative
4864,"i pay for habitbull premium for the sync functionality , which fully do not work . i 've try reinstall the app , reinstalling android , get a new phone . no luck . email habitbull a month ago and still no reply . if i want to take a backup i have to screenshot everything . not ideal apart from this the app be decent . it be get a cute meme","{'neg': 0.108, 'neu': 0.829, 'pos': 0.063, 'compound': -0.4864}",negative
4865,"steal in 2020 : make an app , call it habitbull , make people buy it , remove it from playstore , republish the same app with a different name .","{'neg': 0.134, 'neu': 0.866, 'pos': 0.0, 'compound': -0.5719}",negative
4866,pay for premium . sync do not work . publisher do not reply . start read review and find numerous people with the same problem . go to try to get my money back . nice app if you do not care about backup or sync between device or customer support . switch to goalify and find they extremely responsive,"{'neg': 0.086, 'neu': 0.779, 'pos': 0.135, 'compound': 0.4525}",positive
4867,"update my previous review . i recently hit the two year mark on one of my habit , yet the app only show i of have 30 day . this be the same bug i report last year . it appear that it do not recognize some of my habit over the new year . i 've report this problem four time now and have never hear back from anyone . i be give up on this app , and suggest you do too . "" i 've use this for a couple of year . there be a bug where one week of my tracking be not recognize by the app . this happen the week of new years . i reach out to the developer five time about it and never hear back . unfortunately , this have become an unreliable app for tracking . ""","{'neg': 0.024, 'neu': 0.933, 'pos': 0.044, 'compound': 0.1806}",positive
4868,this app do not sync datum .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4869,"the widget and sync function do not work on premium . i get the widget error tell i to log in but i already have and even reinstall the app . nothing work . developer , please fix this .","{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.5095}",negative
4870,"no further improvement . ui be kinda suck , there be many well alternative","{'neg': 0.401, 'neu': 0.44, 'pos': 0.159, 'compound': -0.5247}",negative
4871,"this be a great app but it have not be update since 2018 and sadly it be can become unusable in an instant with no fix in sight . i can not recommend this app . i would try something similar maybe open source , or with dev support","{'neg': 0.169, 'neu': 0.719, 'pos': 0.112, 'compound': -0.4705}",negative
4872,"pay for premium so i could sync between device , but it do not work and customer service will not respond to my inquiry .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4873,"pay premium , it do not sync at all . costumer service unresponsive for a long time . do not spend money on premium , this app be dead , the last update be in 2018","{'neg': 0.133, 'neu': 0.867, 'pos': 0.0, 'compound': -0.6486}",negative
4874,"good app , but no update even after send few suggestion . what be the point in buy paid version .","{'neg': 0.135, 'neu': 0.771, 'pos': 0.094, 'compound': -0.2144}",negative
4875,sync not work . do not buy in - app purchase .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4876,pay for premium . do not sync .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4877,fail to connect to facebook,"{'neg': 0.452, 'neu': 0.548, 'pos': 0.0, 'compound': -0.5106}",negative
4878,facebook login fail with an error from facebook say the login method have not bee implement correctly .,"{'neg': 0.282, 'neu': 0.718, 'pos': 0.0, 'compound': -0.6705}",negative
4879,lose all my datum when i move to io,"{'neg': 0.223, 'neu': 0.777, 'pos': 0.0, 'compound': -0.3182}",negative
4880,hyper masculine tone be very off - put and irritate . hint to developer : woman try to change habit too ! at least give we the option of just have hint in our own word ...,"{'neg': 0.106, 'neu': 0.894, 'pos': 0.0, 'compound': -0.5508}",negative
4881,"pay for the premium app last year , now there be no history of my email address ever be register despite i have the confirmation email from they when i first pay for it . lot of complaint on here . get one of the open source habit tracker & back it up yourself to cloud storage rather than spend money with devs who change the app name slightly & try to charge again . see this happen so many time .","{'neg': 0.061, 'neu': 0.939, 'pos': 0.0, 'compound': -0.5994}",negative
4882,"do not sync across my device , which it claim it do . only reason i purchase . look for my refund .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4883,it be work anymore after pay for premium,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4884,do not log in . after 5 minite it be still try to log itself in .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4885,"have accumulate 5 habit that last 17 day and counting ( now use a different app . ) this pathetic app that i pay premium for , would not sync . "" check internet connection "" every damn time . i pay for the damn app , sadly probably past my refund day !","{'neg': 0.243, 'neu': 0.757, 'pos': 0.0, 'compound': -0.9164}",negative
4886,"unsupported . do not contain sync feature . would not issue refund . to the maker and google , get on your hand and knee and repent to g*d","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.4019}",negative
4887,"why be you count inactive habit for the 5 habit total ? it be ridiculous ! there be many other app that do not have this silly , cash grab limit .","{'neg': 0.109, 'neu': 0.851, 'pos': 0.04, 'compound': -0.4488}",negative
4888,online sync be no long work and last update be june 2018 which be more than a year . be there a reason why i should continue use this app ?,"{'neg': 0.073, 'neu': 0.927, 'pos': 0.0, 'compound': -0.296}",negative
4889,"absolutely do not upgrade to premium . it do not work . it do not sync . the developer do not respond . google play will not give a refund . the free app be flexible . you can track yes / no and count per day habit . the count per day can be any criterion you want , minute , calorie , quantity .","{'neg': 0.036, 'neu': 0.868, 'pos': 0.096, 'compound': 0.3322}",positive
4890,""" high background usage "" sorry , can not waste my battery spyware like this","{'neg': 0.092, 'neu': 0.566, 'pos': 0.342, 'compound': 0.5472}",positive
4891,"very bad premium service , developer be not take care of this app anymore","{'neg': 0.369, 'neu': 0.631, 'pos': 0.0, 'compound': -0.7522}",negative
4892,please add reminder 😭 or show i how to sett,"{'neg': 0.201, 'neu': 0.649, 'pos': 0.149, 'compound': -0.2023}",negative
4893,lie ! no multi - device sync on premium,"{'neg': 0.57, 'neu': 0.43, 'pos': 0.0, 'compound': -0.6476}",negative
4894,"abandon by the devs - have not be update in over a year . sync do not work at all , which be its main advantage over rival app . do not waste your time .","{'neg': 0.09, 'neu': 0.78, 'pos': 0.13, 'compound': 0.0854}",positive
4895,premium subscription for such a simple app be greedy .,"{'neg': 0.223, 'neu': 0.777, 'pos': 0.0, 'compound': -0.3182}",negative
4896,"expensive , old and without any support . also much well alternative be available now .","{'neg': 0.14, 'neu': 0.681, 'pos': 0.179, 'compound': 0.1635}",positive
4897,"i like the app , but i do not like rating app , and this one constantly nag you to do so with no option for it to stop . even with the pay version , so 1 star for be annoying after i 've give they my money","{'neg': 0.277, 'neu': 0.69, 'pos': 0.033, 'compound': -0.9206}",negative
4898,files lose forver . no update and break,"{'neg': 0.655, 'neu': 0.345, 'pos': 0.0, 'compound': -0.765}",negative
4899,awsome application .. i purche it .. but i just want notifation should be blink on phone like alram clock .. plz add this type of feature .. the thing diply in notifaction should be flash on main screen from last 10 month it be not get synchronising .. plz do something @developer we pay for it,"{'neg': 0.024, 'neu': 0.865, 'pos': 0.111, 'compound': 0.5882}",positive
4900,"very expensive for a simple app , and quite useless without buy the premium . only track 5 habit ? lame . i can not believe this be the app advertise in the play store , and still have a high rating because it be garbage . sound like even if i buy premium it would be worthless for transfer datum to a new phone as the app claim , i will not even risk it .","{'neg': 0.115, 'neu': 0.797, 'pos': 0.088, 'compound': -0.473}",negative
4901,"break ! so far , not impressed . i buy this expect multi - device sync and have not see it do that . it would not even restore a back up file after log off then on .","{'neg': 0.23, 'neu': 0.739, 'pos': 0.031, 'compound': -0.7904}",negative
4902,"developer be non - responsive . for some reason when download the app from the play store it associate with the incorrect google account . i have verify i be download the app with my intended account , however it continually associate with the wrong account . it be not really a big deal , but i be plan to upgrade to premium with my play store credit . the account this app associate to do not have any .","{'neg': 0.027, 'neu': 0.867, 'pos': 0.106, 'compound': 0.7184}",positive
4903,"app have not sync in 190 day . will not let i log out . still load all my old datum from last sync . have not be update since 2018 , that should be the good clue . do not buy ! !","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.6988}",positive
4904,"i love this app . i 've be use it for year . today i have update it and mh2 premium account just vanish ! now it prompt i to buy premium again . what happen ? could you help i please ? after a few year and after the second time pay for a premium membership and after no one react to my complaint , my premium membership and all my datum vanish again without any backup as promise . this happen everytime i buy a new phone . very dissapointing . i will not fur sure buy a third premium !","{'neg': 0.062, 'neu': 0.818, 'pos': 0.12, 'compound': 0.7895}",positive
4905,only 5 habit,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4906,"no long sync , no long support , so no long instal on my phone . be a good app . shame :-(","{'neg': 0.499, 'neu': 0.404, 'pos': 0.098, 'compound': -0.8729}",negative
4907,can not sign up with email ! !,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4908,will not let i register . try uninstalling and reinstalling . try both the email login and the facebook login .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4909,need more habit column for free,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.5106}",positive
4910,no long sync .,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.296}",negative
4911,"the last update be more than a year ago and thing start to stop work . the company that own it seem to be a scam . it be a great app , i pay for it and get no support","{'neg': 0.176, 'neu': 0.735, 'pos': 0.089, 'compound': -0.4692}",negative
4912,sync not work anymore,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4913,"if you pay for premium , you will not actually get the premium service ( as other reviewer have note ) . troubleshoot step from their site do not work , and no one respond to the support email . contact google and they 'll reject your refund request .","{'neg': 0.09, 'neu': 0.771, 'pos': 0.139, 'compound': 0.2933}",positive
4914,"app no long support , datum loss likely : be a great app until i need to migrate to a new phone . the sync feature never work , and i lose month of habit datum . i try contact the developer via the supply email , but zero response . i use to recommend this app to many people , but i be do with it .","{'neg': 0.099, 'neu': 0.81, 'pos': 0.09, 'compound': 0.344}",positive
4915,i have pay for the premium feature but the sync be not work . i mail they but get no response,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.4215}",negative
4916,the app have not sync for nearly 9 month despite be a premium user . the support team have not acknowledge my email . it be a good concept but they 've fail to make it work and do not provide customer support . check other review . go to play.google.store on a web browser . select my account and go to order history . select the ... and it offer you an option to request a refund . that should get the developer to either repair it or take off the premium service it be falsely sell .,"{'neg': 0.079, 'neu': 0.88, 'pos': 0.041, 'compound': -0.6744}",negative
4917,only 5 habit you can update,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4918,very poor customer support despite be a pay subscriber . strongly recommend against this app . not able to sync across device and there be no response despite send mail .,"{'neg': 0.155, 'neu': 0.636, 'pos': 0.209, 'compound': 0.2431}",positive
4919,sync be not work . no response to email . no update for age .,"{'neg': 0.168, 'neu': 0.688, 'pos': 0.144, 'compound': -0.0803}",negative
4920,it be be 1 week since i be use the app . the reminder system work fine for 1day and from next day the reminder system stop function . really disappointed . may be uninstalle the app after few day . hope this help .,"{'neg': 0.115, 'neu': 0.718, 'pos': 0.167, 'compound': 0.3415}",positive
4921,"i buy premium and now i can not login to the app use facebook . ( and i can not login any other way ) i get this message : "" login fail : you can not use facebook to log into this app or website because there be an issue with its implementation of facebook login . ""","{'neg': 0.067, 'neu': 0.933, 'pos': 0.0, 'compound': -0.5106}",negative
4922,"give a cheap buy once option for android user but for apple user a more expensive yearly subscription price , which be very discriminatory .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4923,"an app absolutely focused on my need ... that have break . the sync function break down about 3 or 4 month ago , it can export its datum to .csv but not import it .","{'neg': 0.113, 'neu': 0.831, 'pos': 0.056, 'compound': -0.2508}",negative
4924,"sync do not work . pay for premium , have to get a new phone and it will not transfer . as other review say , it seem this app have be abandon . unfortunate because i like it .","{'neg': 0.159, 'neu': 0.767, 'pos': 0.074, 'compound': -0.4939}",negative
4925,like another commenter say . just instal it on new phone and even though sign in it do not give my my pay for premium . previous phone check the sync and last sync be 128 day ago .,"{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.3612}",positive
4926,"purchase the premium , the app stop send notification after some day , i have to repeatedly open the app to get notification , waste of money","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.5267}",negative
4927,"sync do not work ! i 've try multiple time to get it to work and my internet connection be just fine . have to switch phone when my old phone die and can not get my old datum back on the app because sync do not work . also no way to import datum . great app if the feature work or could import datum , but render useless because of this . so if i switch phone or have to reset to factory standard , i lose everything . pay quite a bit for this app just for this feature alone , but it do not work .","{'neg': 0.115, 'neu': 0.835, 'pos': 0.05, 'compound': -0.838}",negative
4928,not free,"{'neg': 0.73, 'neu': 0.27, 'pos': 0.0, 'compound': -0.4023}",negative
4929,sync do not work,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4930,"do not buy the primium subscription , the app do not sync as it say . also , support never answer .","{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}",positive
4931,"do not buy premium ! devs be not responsive and there be no way to reach they should you have any issue . contact they several time to transfer purchase to new phone , nobody responded.10 $ waste .","{'neg': 0.201, 'neu': 0.771, 'pos': 0.028, 'compound': -0.7719}",negative
4932,take age to load each time i open it up . use to be good . time to say goodbye,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.4404}",positive
4933,"pathetic . i be totally in love with this app until i change my phone . i lose the phone , and when i instal the app in my new phone , everything be go . my habit , datum for last one year , every damn thing . and i have purchase premium of the high cost . there be no way to restore my datum or contact the devs . if you can not save on json file of mine in your cloud , please explain why i should buy premium ? there be a sync option in the app . do not tell i i should have manually "" sync "" my stuff","{'neg': 0.12, 'neu': 0.8, 'pos': 0.08, 'compound': -0.5499}",negative
4934,"do not use this app for track your habit for long time , you 'll lose your datum if you do t pay the premium membership . i 've lose 3 month of daily track datum of my habit .","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.6597}",negative
4935,"purchase by premium , get error can not sync . email support , no response . do not waste your time or money","{'neg': 0.305, 'neu': 0.596, 'pos': 0.099, 'compound': -0.5894}",negative
4936,"do not purchase ! the app work as it be suppose to , with exception for the add purchase feature . i buy the app so it could sync up with multiple device , that feature do not work despite follow the faq as to why it might not work . i have try their support ticket system which have an automate response , but they have yet to respond despite i try multiple time to reach they and ask for assistance or a refund .","{'neg': 0.0, 'neu': 0.958, 'pos': 0.042, 'compound': 0.3164}",positive
4937,can not log in with facebook .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4938,"the reminder do not work . no noise . no vibration . i even buy premium to see if that would help . no luck . if i want a place to just mark my progress , i would keep an excel spreadsheet .","{'neg': 0.057, 'neu': 0.663, 'pos': 0.281, 'compound': 0.8315}",positive
4939,"i buy the premium version of this app and it do not work . the reminder do not function , which basically render the app useless . i email the support team and i have not get any response or acknowledgement of receipt . i want a refund . what a waste of my money","{'neg': 0.104, 'neu': 0.821, 'pos': 0.075, 'compound': -0.3818}",negative
4940,"need to allow more habit in the free version , give people time to use the app and consider upgrade .","{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.765}",positive
4941,reminder do not appear,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4942,unnecessary limiting of number of habit to be track . use habit loop app instead,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.0772}",positive
4943,app be not support anymore and sync not work,"{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.2411}",negative
4944,reminder do not work,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4945,appear to be an abandon app .,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.4588}",negative
4946,"( update ( october 2019 ): very dissapointe the syn function be no long work , which i find out while rye to transfer my history to a new phone . some other review have note that too . the export option also seem iffy ( at least when i try to e - mail the export , nothing happend ) . and i find no import ! since i pay for the app i would expect these to be available . will change star if resolve . it be dissapointe because this be one of the good habit track app , but the lack of sync and export / inport function be a deal breaker . ( ( update ( march 2015 ): what happen to the option to switch between the weekly and monthly view ? ! ! it be very useful . ) ) i try a number of other app for habit tracking and this one be the good so far . very clean and easy to navigate interface , useful statistic and clear feedback on both the streak and the overall trend and percentage . i love the easy way to switch between weekly and monthly view . one suggestion would be to include a colored bar for each habit where the color be base on the daily success and failure . i see this in one of the well iphone habit app . i actually use habit streak pro for year and i do see habitbul early , but the bull icon deter i from try it because i think it look really cheesy . the app behind this cheesy icon be actually the good of the habit tracker i have try so far . keep up the good job .","{'neg': 0.033, 'neu': 0.775, 'pos': 0.192, 'compound': 0.9948}",positive
4947,synchronisation be not work . it be dishonest to sell a service that do not exist 😬,"{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.6167}",positive
4948,"it be not work properly , always fail to remind , no more reminder notification , this feature suppose to work for free version , if the promise feature in free version do not work how can i get confident to buy pay version , request team to fix this issue","{'neg': 0.089, 'neu': 0.695, 'pos': 0.216, 'compound': 0.7964}",positive
4949,"2019/10/24 - revise from 5 to 1 star . app be dead . all my datum go . never again trust an app you can not export and organize your datum , and to a universal format . avoid as other say recently .","{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.8482}",negative
4950,no quote,"{'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.296}",negative
4951,"widget do not work unless you open the app , and sometimes you then you even have to take an action or two within the app . wish this product be maintain . have email the developer , but they do not get back to i . the app do not even support log out , anymore . the usual uninstall / reinstall do not work .","{'neg': 0.052, 'neu': 0.915, 'pos': 0.033, 'compound': -0.2586}",negative
4952,"i really like the app , but i wish that i could slowly increase my goal without lose my streak .","{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.8799}",positive
4953,the user interface be not user friendly no one like to use a complicated app to build habit which will make their work even more hard make it simple and easy to understand man,"{'neg': 0.125, 'neu': 0.755, 'pos': 0.12, 'compound': -0.0444}",neutral
4954,it be difficult to understand,"{'neg': 0.385, 'neu': 0.615, 'pos': 0.0, 'compound': -0.3612}",negative
4955,the widget do not work . please add auto back and provide some analytic / graphs on the habit management and formation .,"{'neg': 0.098, 'neu': 0.902, 'pos': 0.0, 'compound': -0.2411}",negative
4956,like many premium user i receive an automate email let i know that follow a bug my password be reset . after that impossible to use the premium feature any more . developer do not respond . such a shame !,"{'neg': 0.085, 'neu': 0.852, 'pos': 0.063, 'compound': -0.2244}",negative
4957,"i really like the app . i 've even purchase the ad free version to support the developer . however , be advise - if you use the app and need to change your phone or reset it , your datum will be lose and you will not have any support . after i factory reset my phone i do not have any of my previous habit datum even though it be supposedly sync with my google account . that be over 2 year of info that i lose . i 've send multiple email to the developer and have not receive any response since .","{'neg': 0.067, 'neu': 0.848, 'pos': 0.086, 'compound': 0.4469}",positive
4958,"it seem like a good app but only offer 5 habit to track on the free version . i 'll stick with it for now and see if it be helpful over the 66 recommend day , but might uninstall if i feel the need to monitor further habit .","{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.9194}",positive
4959,"yo , fix the widget","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4960,reminder be not on time !,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4961,"like other have say in here , the widget freeze and then you have to delete it and re - add it to work again , even a phone reset will not get it go","{'neg': 0.035, 'neu': 0.886, 'pos': 0.079, 'compound': 0.34}",positive
4962,will not allow i to register or make an account . try to set up without on to try it out but as soon as you lose the app the habit you have set up disappear ! not the good trial !,"{'neg': 0.267, 'neu': 0.733, 'pos': 0.0, 'compound': -0.9075}",negative
4963,"this app have not be function this week , it have not be remind i on any of my habit ... super frustrating ! ! ! i love this tracker and now i may have to look into another 😬 i 've try delete , reset , uninstalled and reinstall , nothing . but if you remember on your own you can put it in and it 'll keep track","{'neg': 0.056, 'neu': 0.856, 'pos': 0.088, 'compound': 0.4812}",positive
4964,reminder be not work !,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4965,a little too complicated and dictatorial ( too many prompt ) . plus only 5 habit allow unless u buy the pro version ! 7 - 10 habit and i may hv leave it on my device and give it a proper run . instead i decide to uninstall and download a simple version which be more flexible and suitable to my need .,"{'neg': 0.0, 'neu': 0.957, 'pos': 0.043, 'compound': 0.358}",positive
4966,free account limit to 5 habit,"{'neg': 0.207, 'neu': 0.435, 'pos': 0.359, 'compound': 0.34}",positive
4967,"reminder only pop up when i remember to open the app , which defeat the whole purpose . if the reminder pop up automatically at the set time , i would give the app 5 star .","{'neg': 0.069, 'neu': 0.931, 'pos': 0.0, 'compound': -0.3182}",negative
4968,complexity and unavailability of useful feature for free kill the interest . atleast widget should be available for trial .,"{'neg': 0.168, 'neu': 0.502, 'pos': 0.33, 'compound': 0.5423}",positive
4969,"advertise that you own your datum and you can export your progress . in reality , they do not let you access that feature without a premium membership . i do not mind pay for feature and service , but keep your datum behind a paywall be dirty . i would recommend find a foss habit tracker .","{'neg': 0.07, 'neu': 0.836, 'pos': 0.094, 'compound': 0.0772}",positive
4970,"very simple ui . potentially too simple and plain but hard to tell without use it for extended period of time , some may like it scale back look . can only add 5 habit before have to pay a fee for premium . hardly enough to actually truly test drive the app before pay . seem costly for the simplicity of the app .","{'neg': 0.073, 'neu': 0.819, 'pos': 0.108, 'compound': 0.6486}",positive
4971,only the premium version be good for use free version be a waste of time,"{'neg': 0.133, 'neu': 0.571, 'pos': 0.295, 'compound': 0.5267}",positive
4972,only 3 star because after the first 5 option no more then u have to pay,"{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.3818}",negative
4973,can login with facebook because there be an issue with login implementation . uninstalle,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4974,reminder have not be work .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4975,"i like this app , i buy the premium version last year and i still can not synchronize my data , i have to change my phone and i will lose all the datum ! could you fix that ?","{'neg': 0.078, 'neu': 0.857, 'pos': 0.065, 'compound': -0.126}",negative
4976,"man , this app be great . simple but complete , which make it very effective . customization option for habit be excellent and connect to specific community a huge plus . highly recommend if you want to keep track of your progress towards a goal ! update : log feature be still as good as ever , but since sync be impossible , i can not see the forum anymore as my user do not properly log in and there be no customer service , i can not recommend it anymore ...","{'neg': 0.054, 'neu': 0.68, 'pos': 0.267, 'compound': 0.9706}",positive
4977,"i buy a premium subscription , but i can not get my device sync . i be quite disappointed .","{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.6798}",negative
4978,sync no long work :(,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.296}",negative
4979,"edit : initially give it 4.5 star . the app itself still work fine , but the sync stop work about a year ago . that be the main reason i pay for the premium version . i message the developer about it and never hear back . wonder if it be be abandon by the developer ?","{'neg': 0.118, 'neu': 0.856, 'pos': 0.026, 'compound': -0.714}",negative
4980,"seem like it could be very helpful . get very frustrated with it always open on monthly view even though i have weekly view select in setting . even try switch it , but no matter what open on monthly","{'neg': 0.086, 'neu': 0.82, 'pos': 0.094, 'compound': 0.0872}",positive
4981,"i like it when i first get it several year ago . but after instal it on several device , i find it do not sync with the other instance of it . after get no response from their support desk , i uninstalle the three app from the three device and reinstall they use my google account in case i have not log in with the same account on all . the three new instantiation do not sync . the help desk be non - existent . the idea be good but the app be defective .","{'neg': 0.095, 'neu': 0.813, 'pos': 0.092, 'compound': -0.0611}",negative
4982,"very simple app to track your progress towards acquire a habit , the only downside be that you can not sync the app as it say "" no internet connection "" when there absolutely be . also , together with this bug all forum be no long available as well as daily quote , it be just go . previous rating be 5 star , but with this bug continue for half a year now i can only give 2 star .","{'neg': 0.042, 'neu': 0.911, 'pos': 0.047, 'compound': 0.09}",positive
